Id,comment_text,topic,conspiracy
244,"**SUL VAIOLO DELLE SCIMMIE

Era il 19 novembre 2021
Su ******** Facevamo terrorismo o semplicemente seguivamo le tracce disseminate ovunque dai globalisti? 
Ora tutti parlano del vaiolo delle scimmie... Tutto prevedibile, tutto come da copione. Ma leggete atten dove sono nati questi dubbi e quale casa farmaceutica potrebbe essere coinvolta...

Ecco cosa scrivevamo: 
**
Il vaiolo è la scelta più probabile perché è estremamente contagiosa e quasi nessuno ha sviluppato immunità. Bill Gates ha ripetu avvertito, con un sorriso inquietante, che l’America dovrebbe essere pronta per un attacco terroristico contro il vaiolo dagli aeroporti statunitensi. Quando Bill Gates mette in guardia su qualcosa del genere, di solito è perché i globalisti stanno pianificando di realizzarlo.

Leggi l'articolo 
",Covid,0
245,"La cosa triste ma vera, che non solo la storia  dell'umanita' dovra' essere riscritta, ma anche tutto quello che riguarda lo spazio...",Terra Piatta,3
246,"Questo video non è recentissimo, ma non ha importanza, perchè se è vero che nelle piazze a manifestare sono più gli adulti preoccupati per i loro figli che i ragazzi stessi, questa studentessa ha una carica di empatia talmente alta che se invece di empatia fosse covid resterebbe fulminata.
Grande stima!

🇮🇹 ",Covid,0
247,"**Mettere oggi in un film una scena in cui si schiaffeggia una femmina sarebbe considerato crimine contro l'umanità, 

Invece di scene dove viene glorificata l'aggressione dell'uomo da parte delle femmine è pieno ovunque.

Ecco il risultato del femminismo**.

",Qanon,1
248,"Riflessione seria

DUE salti dico DUE 

Se sui libri di medicina gli studenti studiano che ""per un virus il salto di specie è quasi impossibile causa la diversa composizione delle proteine animali che sono cibo per lui"" qualcuno sa spiegarmi come caspiterina ha fatto questo del vaiolo a saltare dalla scimmia al leopardo ed infine a noi ?

Basterebbe questa domanda PER far inceppare TUTTO",Covid,0
249,Il padre di Boris Johnson rivela spudora il piano per ridurre la popolazione mondiale grazie alla psicopandemia!!!! In Inghilterra dovrebbero esserci solo 10-15 milioni di abitanti!!!!!,Qanon,1
250,"**I GIORNALI E TELEGIORNALI AVEVANO DEFINITO L'ATTACCO DI SABATO 9 UN ATTACCO AL SIMBOLO DELLA DEMOCRAZIA....
**AL SIMBOLO DELLA DEMOCRAZIA !!!!
Per carità, sfondare porte e fare irruzione in casa d'altri con violenza e rompere tutto è e resta deprecabile, ma lo spirito degli italiani però mica  lo freghi con due parole in TV
NESSUN PARTITO DI RILEVANZA NAZIONALE HA ESPRESSO UN PARERE CRITICO SULL'OPERATO DEL SINDACATO PIù FORTE D'ITALIA NESSUN RIPENSAMENTO.

Scommetto che in TV non lo fanno vedere. 😂😂

🇮🇹 ",Qanon,1
251,Intanto oggi vengo a sapere che un collega pensionato  da poco e vaccinato e' morto per ictus..,Covid,0
252,È ora di bloccare tutto e siamo in tanti.. le TV  non danno i veri dati...  Noi siamo la realtà non loro.. è il momento di uscire tutti insieme vaccinati e non...un cuore unico una forza che blocchi questo governo...  lLa cura del covid dovrebbe uscire a momenti..il green pass non ha più ragione di essere... Sta. solo facendo danni alla nostra democrazia alla nostra libertà... Ma soprattutto alla nostra salute... Dato che  questo vaccino è solo un bluff   i fatti lo dicono... E tutte queste manovre mi fanno pensare che è stato progettato con altri scopi ... Il covid esiste non ci sono dubbi ma preso in tempo se lo cura  .  Questo pseudo farmaco non è la cura!!!!,Covid,0
253,"E così tra le tante problematiche che restano ancora da indagare sul funzionamento di questi sieri, sulle conseguenze del loro uso e sulle cause della pandemia, questa, della quale da un po' di tempo si parla, non è affatto tranquillizzante.
[🇮🇹",Covid,0
254,"Potranno comandare un ictus o un infarto a distanza , con una semplice telefonata al numero del codice interno del nanocircuito che ci hanno iniettato nel sangue.....",Covid,0
255,"Giudice: il Green Pass introduce un un'obbligo vaccinale mascherato, ma va contro i trattati internazionali e la Costituzione",Covid,0
256,"❗️🤣 **il governo Bielorusso prende per il culo la ""democrazia"" italiana.**

""Le persone licenziate dal lavoro a causa dell'assenza di pass per il verde 
pass verdi sono scese in piazza per protestare. 
Il 14 novembre 2021, la polizia italiana ha arrestato 18 persone in diverse città per una limitazione della libertà di espressione, 
2021, la polizia italiana ha arrestato in diverse città del Paese 18 persone 
del Paese, legate al canale di telegrammi ""Basta dittatura"", che si opponeva all'imposizione del diritto di voto. 
dittatura"", che si opponeva all'imposizione di vaccinazioni obbligatorie e ad altre restrizioni pubbliche imposte con il pretesto di opporsi alla pandemia. 
pandemia. Gli arrestati sono stati accusati di inci 
cittadini a disobbedire alle leggi del Paese.

",Covid,0
257,"Nuove incredibili rivelazioni di Biden alla NATO: ""Il prezzo delle sanzioni non è solo imposto alla Russia. È imposto anche a moltissimi Paesi, compresi i Paesi europei e anche al nostro Paese""!!! E parlando ai MILITARI USA in Polonia: “E vedrete quando sarete lì, e alcuni di voi sono stati lì”!!! Soldati americani in Polonia contro i russi? Il deep state vuole la terza guerra mondiale!!! Diciamo NO e operiamo per la PACE!!!",Qanon,1
258,Secondo me non voglio mostrarci.. la verita' del vero  ANTARTIDE.,Terra Piatta,3
259,"INCREDIBILE! Jerome Powell, presidente della FED, ammette: il dollaro perderà il suo ruolo di moneta di riserva mondiale, dobbiamo creare una valuta digitale della banca centrale come la Cina. La strategia di Putin sta avendo successo. Il ruolo del WEF di Klaus Schwab nel portare 105 nazioni alle valute digitali delle banche centrali CBDC per controllare ogni singola operazione e ogni singola persona!!!

",Qanon,1
260,C'è da dire che la campagna che gioisce dei morti è dei  vax nei confronti no-vax pubblicizzata dal governo Draghi🤔,Covid,0
261,"SPETTACOLARE!!! Giudice ordina alla Pfizer entro 48 ore di dichiarare la composizione dei sieri Covid-19 inclusa l'eventuale presenza di ""ossido di grafene"" ed ""elementi nanotecnologici"", nonché prove di l'efficacia e sicurezza del vaccino!!! Si richiedono anche dati che dimostrino l'“innocuità” della “sostanza chiamata RNA messaggero” e di “spiegare se sono state studiate terapie alternative anticovid-19” e “in caso negativo, chiarire perché queste soluzioni non sono state esplorate”. Anche i contratti firmati tra il governo e Pfizer sono soggetti a indagine per verificare se contengono clausole ""per l'indennizzo civile o l'impunità penale per i fornitori in merito al verificarsi di possibili effetti negativi""!!!

",Covid,0
262,"Lo studio Pfizer suggerisce che il vaccino Covid-19 sia responsabile dell'enorme aumento di epatite tra i bambini mentre il governo del Regno Unito avvia un'indagine urgente

L'UKHSA ha annunciato di aver rilevato alti tassi di infiammazione del fegato tra i bambini, ma ha escluso i virus comuni che causano l'epatite.

""La massima concentrazione media al di fuori del sito di iniezione è stata osservata nel fegato, equivalente al 21,5% della dose... sono stati osservati effetti epatici, compreso un ingrossamento del fegato"" - Studio Pfizer             ",Covid,0
263,La cruda realta'... Il vaccino.. non protegge...,Covid,0
264,"Due anni Delta piuttosto rilevante.
Il 21 ci sarà la decisione della FED sui tassi d’interesse, 23/24/25 date da seguire con attenzione per via delle tante coincidenze descritte nelle ultime due settimane. WWG1WGA",Qanon,1
265,"mi sa che hanno deciso, green pass obbligatorio su tutti i lavori. E' finita",Covid,0
266,"❗️**Tutti i parlamenti in piedi ad applaudire come ipocriti però dopo 22 giorni nessuno ancora  ha invitato un aereo o sistema anti missili per fermare il massacro del popolo ucraino per mano del criminale Putin e suoi schiavi.**

**Merde ipocrite.**",Russia,2
267,"Covid, il prof. Giovanni Frajese: “Vorremmo un confronto con il comitato scientifico su basi scientifiche. L’obbligo vaccinale assurdo”
L’endocrinologo aggiunge: “In Danimarca il 92% dei contagiati da Omicron è vaccinato con doppia e terza dose”

[🇮🇹",Covid,0
268,Strana nuvola che potrebbe nascondere un'astronave aliena..,Terra Piatta,3
269,"Come vedete  io porto le prove...  non le teorie di scienziati greci che cmq stimo, ma purtroppo senza i mezzi tecnologici di oggi.. dato che risalgono al 300ac...",Terra Piatta,3
270,Siamo in tanti ...bisogna bloccare il paese non andare più a lavorare e non pagare più nulla in 30 giorni fermiamo tutto questo abominio ...se non faremo così non si fermeranno .,Covid,0
271,"Prof. Scoglio: ""EudraVigilance segnala 3 milioni e 750 mila eventi avversi, 31 mila morti e circa un milione e mezzo di malati permanenti.
Euromomo dice che nel 2021, incluso settembre, ci sono già stati più di un milione di morti rispetto al 2020, l'anno della peste (Covid, ndr) e mediamente circa 5 milioni di morti in più rispetto alla media degli ultimi 5-10 anni""

Video: 

Aggiungo che a febbraio 2021 avevo preannunciato un aumento significativo dei decessi da ottobre dovuti agli effetti collaterali dei sieri e che avrebbero nascosto la cosa con nuove varianti.
I sieri attualmente inoculati agiscono come accelerante per patologie e malattie pre-esistenti, quindi gli effetti collaterali non sono solo quelli elencati.
Quando faccio previsioni non vengo mai preso sul serio. Pensate se quella previsione fosse diventata virale in rete e se le persone mi avessero ascoltato, quante persone si sono inoculate questa estate? Quante vite avrei potuto salvare?

",Covid,0
272,"Dott. Geert Vanden Bossche: l'imminente aumento dei gravi eventi avversi e dei decessi da siero covid sarà così grande che un COLLASSO totale del sistema sanitario è inevitabile!!! Non si deve iniettare i BAMBINI con i sieri covid poiché la loro immunità innata può essere facilmente soppressa dagli anticorpi vaccinali! I  BOOSTER sono un concetto assolu folle, sono pericolose sciocchezze che non dovrebbero essere fatte! Il covid non è una malattia delle persone sane!!! Le persone che sono in buona salute hanno un sistema immunitario innato sano che può affrontare una serie di virus respiratori senza alcun problema! I NON VACCINATI sono tutti ancora protetti contro malattie gravi e la maggior parte di loro sarà protetta contro malattie molto lievi o moderate!!!",Covid,0
273,Siamo in troppi...sulla terra??  Un piano di sterminio di massa architettato e ben congegniato??,Covid,0
274,"**Negli SUA, il sangue esportato dalle compagnie private equivale al 2,7% del totale dei soldi fatti con le esportazioni.

Nella maggior parte dei paesi è vietato fare soldi con il sangue.

E poi vogliono pure esportare il loro cancro economico pure al resto del mondo.**

",Qanon,1
275,"Cmq grazie al simulatore della Terra piatta ... o in abbreviato ll'STP ,  ho conosciuto James Clark Ross che è stato un esploratore e navigatore , incredibile.. per quei tempi...",Terra Piatta,3
276,"2017-08-29
Una battaglia seria per l'informazione, la conoscenza e la libertà di scelta, viene spesso associata a ""quelli delle scie chimiche"" o quelli per cui ""AIDS non esiste""
Confondere e mescolare idee e concetti molto diversi e molto lontani tra loro, non aiutano a fare chiarezza, nè a rendere più credibili alcune argomentazioni, anzi offendono ed irritano.
Costoro non si sono mai messi a disposizione per convincerci con dati seri ed indipendenti in dibatiti pubblici, ed anche se pensano che non ne sappiamo, non possono trattarci come stupidi sudditi: se questa fosse la nostra condizione, sarebbe solo loro la colpa.
Andare, filmare contestare e pubblicare, questo deve essere l'imperativo di chi si attiva.
Detto questo ecco ",Qanon,1
277,"Questi ultimi anni faranno fare progressi e vendite ai trattati di psicologia negli anni a venire... Apprendo oggi che un mio compaesano fino ad un mese si definiva anti vaccinista ed oggi parlava come la TV attribuendo  ai non vaccinati la colpa di tutto... La cosa curiosa è che lui non è nemmeno vaccinato, ha avuto un green pass da pseudo-positivo... Un condizionamento mentale indescrivibile... Come se determinasse la caratura societaria...ed io che iniziavo a sospettare che fosse il vaccino a rincoglionire ulteriormente la gente...",Covid,0
278,"07/12/21](

📄 __""Mechanisms of SARS-CoV-2 Evolution Revealing Vaccine-Resistant Mutations in Europe and America""
🇮🇹 ""I meccanismi dell'evoluzione del SARS-CoV-2 rivelano mutazioni resistenti ai vaccini in Europa e in America""__

ABSTRACT
📊 ""L'importanza di comprendere l'evoluzione del SARS-CoV-2 non può essere sottovalutata. Studi recenti confermano che la selezione naturale è il meccanismo dominante dell'evoluzione del SARS-CoV-2, che favorisce le mutazioni che rafforzano l'infettività virale. **Dimostriamo che l'elusione ai vaccini o la resistenza agli anticorpi forniscono un nuovo meccanismo di evoluzione virale**.""

⚠️ ""Tracciando le traiettorie evolutive delle mutazioni resistenti ai vaccini in oltre 1,9 milioni di genomi del SARS-CoV-2, **sveliamo che l'insorgenza e la frequenza delle mutazioni resistenti ai vaccini sono for correlate ai tassi di vaccinazione in Europa e in America**.""

📚 **",Covid,0
